comment_id,product_query,cleaned_comment_text,pseudo_aspect,confidence,score_battery,score_camera,score_competition,score_display,score_gaming,score_hardware,score_other,score_performance,score_price,score_purchase_intent,score_software,score_spam,score_support
UgwHr172vspp9-N1AjJ4AaABAg,Nintendo Switch,and 750$ for a switch 2,Price,0.976624071598053,0.0029327766969799995,0.002184845507144928,0.0030189421959221363,0.0010940361535176635,0.00264537800103426,0.0021378514356911182,0.0021508177742362022,0.0011656053829938173,0.976624071598053,0.001939902431331575,0.001988651929423213,0.0009791339980438352,0.0011380532523617148
UgzP_o3EAbMcVYS9WGB4AaABAg,Steam Deck,steam deck is now 800$,Price,0.9749510884284973,0.0037361946888267994,0.0021736440248787403,0.003659991081804037,0.0009972259867936373,0.002565817441791296,0.0032550799660384655,0.0019228606251999736,0.0009467171039432287,0.9749510884284973,0.0018693993333727121,0.0018672025762498379,0.0010208160383626819,0.001033943030051887
UgyHummqromz5S0FAqd4AaABAg,Steam Deck,yah.720p for 700$.no thanks.,Price,0.9730163216590881,0.0031598415225744247,0.0030050259083509445,0.0029619336128234863,0.0010078952182084322,0.0032290455419570208,0.002810598351061344,0.0029258811846375465,0.00100027397274971,0.9730163216590881,0.002520454116165638,0.001934274798259139,0.001318570924922824,0.001109831384383142
UgxlLuIJ52uH15t-_-d4AaABAg,Nintendo Switch,make 400 $,Price,0.972936749458313,0.0033859708346426487,0.0025480769108980894,0.003440952394157648,0.0010327193886041641,0.003167063230648637,0.002518752356991172,0.003597453236579895,0.0010111959418281913,0.972936749458313,0.0017142761498689651,0.0023023481480777264,0.001272588619031012,0.0010719243437051773
UgyNBJgB-p3t0eROemJ4AaABAg,Steam Deck,"i'm finded steam deck oled 512gb for 450$, i think for this price it really worth it",Price,0.9720677137374878,0.0039085568860173225,0.002147978637367487,0.004741484299302101,0.0014251262182369828,0.0028783923480659723,0.002084058476611972,0.003332640277221799,0.0010740687139332294,0.9720677137374878,0.002199100097641349,0.0017059545498341322,0.0009936605347320437,0.0014412866439670324
UgwBZk6EQoqoktZKpN54AaABAg,Nintendo Switch,what about $1000,Price,0.9712971448898315,0.004355998244136572,0.0025319610722362995,0.0024342420510947704,0.0013090751599520445,0.0035602597054094076,0.0030073474626988173,0.003725422313436866,0.0010898051550611854,0.9712971448898315,0.0018680098000913858,0.0022211859468370676,0.001251875888556242,0.0013476337771862745
Ugz9FIh6jdrYUl5rvj14AaABAg,Steam Deck,this crap is still overpriced 180% 1000$ in europe 2025-11-14.,Price,0.9708650708198547,0.0034824141766875982,0.0029463081154972315,0.0036703431978821754,0.0016216713702306151,0.0030506649054586887,0.003838651580736041,0.0026999791152775288,0.0011078291572630405,0.9708650708198547,0.002123866928741336,0.001900728209875524,0.0010657914681360126,0.0016266582533717155
UgzQR0CmfJUnFiIH0ap4AaABAg,Nintendo Switch,"lol, this video didn't age well. steam deck now $800 - $1,000",Price,0.9703460931777954,0.003871626453474164,0.0025877016596496105,0.0045969304628670216,0.0010669892653822899,0.003087245859205723,0.002625522203743458,0.003592583816498518,0.001173518132418394,0.9703460931777954,0.002079256810247898,0.002222820185124874,0.0016652244376018643,0.0010845746146515012
UgzgHZUK9UNUBWBe5Cp4AaABAg,Nintendo Switch,"games were not $39.99, it went 10 bucks, calm down",Price,0.9700077772140503,0.005364603362977505,0.0031625470146536827,0.004891118500381708,0.0011015716008841991,0.0030084275640547276,0.0030145880300551653,0.0023420588113367558,0.0011444110423326492,0.9700077772140503,0.0018140986794605851,0.0020943547133356333,0.0010336210252717137,0.0010207993909716606
UgzLYaWCOBxiWwo7oPB4AaABAg,Nintendo Switch,$299 in 2017 is $406 in 2026 dollars. get over it. everyone watching this knows you already have a switch 2.,Price,0.9698049426078796,0.0047349464148283005,0.002747634658589959,0.003619487164542079,0.0015670317225158215,0.0029460731893777847,0.004064923617988825,0.0034222842659801245,0.0009881264995783567,0.9698049426078796,0.002105951542034745,0.0017503596609458327,0.0011101956479251385,0.0011380438227206469
Ugwn0DwZauujucF6srp4AaABAg,Steam Deck,"this is not even about deck pricing, they are basically stopping production, the important thing is that the deck absorbs now part of the negative pr for when the steam machine is announced at $1600.",Price,0.9697090983390808,0.0038729680236428976,0.003529344918206334,0.003569260472431779,0.0020319982431828976,0.002522677183151245,0.003902422497048974,0.0022340803407132626,0.0011795235332101583,0.9697090983390808,0.0022408906370401382,0.002227664925158024,0.0009869049536064267,0.0019931672140955925
UgwaLhuIQgwjsLQjYJp4AaABAg,Iphone 17,if it was a 100 dollars more you’re still getting a lot for the price .,Price,0.9695873260498047,0.004882750101387501,0.002469100523740053,0.004836641252040863,0.0013010407565161586,0.0033217770978808403,0.003552038921043277,0.003210196504369378,0.0010623023845255375,0.9695873260498047,0.001922527328133583,0.0017959635006263852,0.0009269110159948468,0.0011314513394609094
UgwzIEXig2XvUi9pwQl4AaABAg,Steam Deck,"it is now back in stock. i’m glad that gaben both stocked the machine back so quickly, and undercut scalpers who rushed to make it out of stock previously. still wish the price increase wasn’t hundred of dollars tho especially for something that is three years old mediocre spec.",Price,0.9695864319801331,0.0036457024980336428,0.0027196237351745367,0.0033246311359107494,0.001908971113152802,0.003190373769029975,0.002583193825557828,0.003643343923613429,0.001456933212466538,0.9695864319801331,0.0032966439612209797,0.0018894968088716269,0.0008969486807473004,0.0018576005240902305
Ugz1iUIGuOwk0VpqwEZ4AaABAg,Nintendo Switch,australia $800 for mario kart world with the nintendo switch two justin nintendo switch to a $600,Price,0.9693891406059265,0.0034226803109049797,0.0024568571243435144,0.007384649943560362,0.0010580685921013355,0.003487799083814025,0.0022851992398500443,0.0026953991036862135,0.0011972776846960187,0.9693891406059265,0.001693360274657607,0.0025687036104500294,0.0012524385238066316,0.0011085016885772347
UgyNkTlGblyTU9u9NiF4AaABAg,Steam Deck,if your steam deck breaks today! it's not worth it to buy again. after only paying less then $500 the first time. now you need to pay $1000 and if that also breaks again. you payed lots of money when you would just get a simple computer or a cheap laptop under $300 .,Price,0.9692913889884949,0.00328940455801785,0.002774360589683056,0.003216852666810155,0.0017140682321041822,0.0030026042368263006,0.0020540335681289434,0.0032714081462472677,0.0017138933762907982,0.9692913889884949,0.00208538630977273,0.0030555243138223886,0.0011311918497085571,0.003399924375116825
